id,active,cards_per_hour,review_cards_per_day,learning_words_per_day,highest_word_id,highest_card_id,highest_archive_id,state1,state2,state3,card_waiting,card_waiting_type,grade_waiting_for_process,username,public
359999978,1,3,40,5,1,3,0,0,-1,-1,0,1,5,tiagonapoli,0
